X,Y,OBJECTID,INCIDENT_NUMBER,INCIDENT_TYPE,INCIDENT_DATE,INCIDENT_YEAR,REPORTING_DISTRICT,INCIDENT_LOCATION,CITY,STATE,ZIP,HANDLING_UNIT_ID,HANDLING_UNIT_NAME,HIT_SHOOTING,NON_HIT_SHOOTING,ANIMAL_SHOOTING,OTHER_SHOOTING,UNINTENTIONAL_DISCHARGE,WARNING_SHOT,APPROX_LATITUDE,APPROX_LONGITUDE
-118.204994967,33.897725516,322,1000444,HIT SHOOTING INCIDENT,2013/05/23 19:28:00+00,2013,2826,1600 EAST PALMER STREET,COMPTON,CA,90221,COM,COMPTON STN,1,,,,,,33.8977255161,-118.2049949672
-118.297999276,33.944103517,323,1000446,HIT SHOOTING INCIDENT,2013/06/21 21:26:00+00,2013,0372,1300 102ND STREET,LOS ANGELES,CA,90044,SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.9441035167,-118.2979992763
-117.94620429,34.03401933,324,1000447,HIT SHOOTING INCIDENT,2013/06/22 21:43:59+00,2013,1432,15600 LOUKELTON STREET,LA PUENTE,CA,91744,IDT,INDUSTRY STN,1,,,,,,34.0340193296,-117.9462042896
-118.2430023,33.8992024670001,325,1000448,HIT SHOOTING INCIDENT,2013/06/27 05:44:00+00,2013,2811,1100 WEST ARBUTUS STREET,COMPTON,CA,90220,COM,COMPTON STN,1,,,,,,33.8992024674,-118.2430023
-117.919794729,34.557107478,326,1000449,HIT SHOOTING INCIDENT,2013/06/27 07:05:00+00,2013,2664,6600 117TH STREET EAST,LITTLE ROCK,CA,93543,NAR, NARCOTICS BUREAU,1,,,,,,34.5571074778,-117.9197947292
-118.061833296,33.9818879370001,327,1000450,HIT SHOOTING INCIDENT,2013/07/19 11:42:59+00,2013,1575,6800 DUCHESS DR,WHITTIER,CA,90606,PRV,PICO RIVERA STN,1,,,,,,33.981887937,-118.0618332956
-118.204512546,33.884102263,328,1000451,HIT SHOOTING INCIDENT,2013/07/24 23:38:00+00,2013,2844,1300 SOUTH LONG BEACH BLVD,COMPTON,CA,90221,COM,COMPTON STN,1,,,,,,33.8841022634,-118.2045125463
-118.084250157,33.9980658590001,329,1000452,HIT SHOOTING INCIDENT,2013/08/04 12:30:00+00,2013,1513,ROSEMEAD BLVD AND SHENANDOAH AVE,PICO RIVERA,CA,90660,PRV,PICO RIVERA STN,1,,,,,,33.9980658591,-118.0842501566
-118.235900346,33.9077534140001,330,1000454,HIT SHOOTING INCIDENT,2013/08/28 17:48:59+00,2013,2137,2000 PIRU STREET,COMPTON,CA,90220,CEN,CENTURY STN,1,,,,,,33.9077534138,-118.2359003462
-118.177600498,34.051943094,331,1000456,HIT SHOOTING INCIDENT,2013/09/10 01:30:00+00,2013,0272,4000 ALMANZA LANE AND MILLER AVENUE,EAST LOS ANGELES,CA,90063,ELA,EAST LA STN,1,,,,,,34.0519430938,-118.1776004981
-118.248998102,33.9820990430001,332,1000457,HIT SHOOTING INCIDENT,2013/09/14 22:14:00+00,2013,2170,"1400 
EAST GAGE AVENUE",LOS ANGELES,CA,90001,CEN,CENTURY STN,1,,,,,,33.9820990431,-118.2489981019
-118.170917093,34.032984212,333,1000458,HIT SHOOTING INCIDENT,2013/09/17 16:27:00+00,2013,0283,3RD STREET AND  HUMPHREYS AVENUE,EAST LOS ANGELES,CA,90063,OSS,OPERATION SAFE STREETS BUREAU,1,,,,,,34.0329842118,-118.1709170929
-118.355964806,34.042986522,334,1000460,HIT SHOOTING INCIDENT,2013/09/25 14:50:00+00,2013,3499,1700 BURNSIDE AVENUE,LOS ANGELES,CA,90019,MCB,MAJOR CRIMES BUREAU,1,,,,,,34.0429865219,-118.3559648061
-118.427922804,34.006075256,335,1000462,HIT SHOOTING INCIDENT,2013/10/06 15:30:00+00,2013,6893,6000 BLOCK OF WEST VENICE BLVD,LOS ANGELES,CA,90034,TSB,TRANSIT SERVICES BUREAU,1,,,,,,34.0060752562,-118.4279228036
-118.635938476,34.485017332,336,1000461,HIT SHOOTING INCIDENT,2013/10/06 17:47:00+00,2013,0675,28600 CLOVERLEAF PLACE,CASTAIC,CA,91384,SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.4850173321,-118.6359384759
-118.093965858,33.908999975,337,1000463,HIT SHOOTING INCIDENT,2013/10/12 16:05:59+00,2013,0453,FOSTER ROAD AND FAIRFORD AVENUE,NORWALK,CA,90650,NWK,NORWALK REGIONAL STN,1,,,,,,33.9089999752,-118.0939658579
-118.117331471,33.8850004650001,338,1000465,HIT SHOOTING INCIDENT,2013/10/27 01:27:00+00,2013,1337,16400 WOODRUFF AVE.,BELLFLOWER,CA,90706,LKD,LAKEWOOD STN,1,,,,,,33.8850004651,-118.1173314715
-118.342000531,33.9454646950001,339,1000467,HIT SHOOTING INCIDENT,2013/10/29 00:01:00+00,2013,0399,3900 WEST CENTURY BLVD,INGLEWOOD,CA,90303,SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.9454646953,-118.342000531
-118.168729101,33.884995878,340,1000468,HIT SHOOTING INCIDENT,2013/11/01 03:03:00+00,2013,1368,7400 JACKSON STREET,PARAMOUNT,CA,90723,SEB, SPECIAL ENFORCEMENT BUR,1,,,,,,33.8849958784,-118.168729101
-118.190999689,33.849206096,341,1000469,HIT SHOOTING INCIDENT,2013/11/05 10:09:59+00,2013,5199,200 EAST SUNSET STREET,LONG BEACH,CA,90805,IRC,INMATE RECEPTION CENTER,1,,,,,,33.8492060963,-118.1909996888
-118.085010097,34.0553544730001,342,1000471,HIT SHOOTING INCIDENT,2013/11/15 18:40:59+00,2013,0533,2400 EARLE AVENUE,ROSEMEAD,CA,91770,TEM,TEMPLE CITY STN,1,,,,,,34.0553544726,-118.0850100975
-117.991793228,34.1189431270001,343,1000473,HIT SHOOTING INCIDENT,2013/12/29 01:20:00+00,2013,0583,2500 EL TORO ROAD,MONROVIA,CA,91010,TEM,TEMPLE CITY STN,1,,,,,,34.118943127,-117.9917932277
-118.229000164,33.9180407440001,344,1000477,HIT SHOOTING INCIDENT,2014/01/26 23:10:59+00,2014,2138,2400 EAST 126TH STREET,COMPTON,CA,90222,CEN,CENTURY STN,1,,,,,,33.9180407439,-118.2290001637
-118.458022824,34.4160983730001,345,1000475,HIT SHOOTING INCIDENT,2014/01/30 20:22:00+00,2014,0613,SOLEDAD CANYON ROAD AND SHANGRI LA DRIVE,SANTA CLARITA,CA,91351,SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.4160983725,-118.4580228236
-118.095170405,34.006742231,346,1000476,HIT SHOOTING INCIDENT,2014/02/04 05:50:00+00,2014,1510,4800 IVY STREET,PICO RIVERA,CA,90660,PRV,PICO RIVERA STN,1,,,,,,34.0067422315,-118.0951704048
-117.883895124,34.0088178720001,347,1000527,HIT SHOOTING INCIDENT,2014/02/13 16:57:00+00,2014,2910,19100 ELBERLAND STREET,West Covina,CA,91792,WAL,WALNUT/SAN DIMAS STN,1,,,,,,34.008817872,-117.8838951236
-118.178516573,33.789000593,348,1000479,HIT SHOOTING INCIDENT,2014/02/14 12:20:00+00,2014,1399,1100 E. PACIFIC COAST HIGHWAY,LONG BEACH,CA,90806,MCB,MAJOR CRIMES BUREAU,1,,,,,,33.7890005925,-118.1785165731
-118.157689672,34.6690019160001,349,1000478,HIT SHOOTING INCIDENT,2014/03/16 16:18:59+00,2014,1126,43200 16TH STREET WEST,LANCASTER,CA,93534,LCS,LANCASTER STN,1,,,,,,34.6690019165,-118.1576896724
-118.38154166,34.0869973900001,350,1000483,HIT SHOOTING INCIDENT,2014/04/07 21:29:00+00,2014,0977,900 PALM AVENUE,WEST HOLLYWOOD,CA,90069,WHD,WEST HOLLYWOOD STN,1,,,,,,34.0869973901,-118.3815416604
-118.209056173,33.935676845,351,1000482,HIT SHOOTING INCIDENT,2014/04/13 16:05:00+00,2014,2112,3400 MARTIN LUTHER KING JR. BOULEVARD,LYNWOOD,CA,90262,CEN,CENTURY STN,1,,,,,,33.9356768446,-118.2090561726
-118.196145879,33.9910150970001,352,1000485,HIT SHOOTING INCIDENT,2014/04/25 23:06:00+00,2014,0250,3800 56TH STREET,MAYWOOD,CA,90270,ELA,EAST LA STN,1,,,,,,33.9910150966,-118.1961458794
-118.184000273,34.036022319,353,1000484,HIT SHOOTING INCIDENT,2014/04/29 04:15:00+00,2014,0276,100 NORTH GAGE AVENUE,EAST LOS ANGELES,CA,90063,SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,34.036022319,-118.1840002731
-118.371896639,34.0948539400001,354,1000487,HIT SHOOTING INCIDENT,2014/05/24 01:50:00+00,2014,0987,8400 SUNSET BLVD,WEST HOLLYWOOD,CA,90069,WHD,WEST HOLLYWOOD STN,1,,,,,,34.0948539404,-118.3718966386
-118.204153956,33.878968838,355,1000486,HIT SHOOTING INCIDENT,2014/05/26 09:45:00+00,2014,2899,6900 LONG BEACH BLVD,LONG BEACH,CA,90805,COM,COMPTON STN,1,,,,,,33.878968838,-118.2041539561
-118.208632493,33.898017209,356,1000489,HIT SHOOTING INCIDENT,2014/06/24 21:51:00+00,2014,2824,POINSETTIA AVENUE AND PALMER STREET,COMPTON,CA,90221,COM,COMPTON STN,1,,,,,,33.8980172086,-118.2086324934
-117.659817123,34.4683679350001,357,1000490,HIT SHOOTING INCIDENT,2014/06/25 17:05:00+00,2014,3199,BEAR VALLEY ROAD AND  CENTRAL ROAD,APPLE VALLEY,CA,92308,MCB,MAJOR CRIMES BUREAU,1,,,,,,34.4683679351,-117.6598171233
-118.086959095,33.9930355180001,358,1000493,HIT SHOOTING INCIDENT,2014/08/01 04:49:00+00,2014,1514,9000 ROSEHEDGE DRIVE,PICO RIVERA,CA,90660,PRV,PICO RIVERA STN,1,,,,,,33.9930355179,-118.0869590951
-118.224972091,33.969171122,359,1000494,HIT SHOOTING INCIDENT,2014/08/09 04:12:00+00,2014,6835,GRAND AVENUE AND PACIFIC BOULEVARD,WALNUT PARK,CA,90255,TBS, TRANSIT BUREAU SOUTH,1,,,,,,33.9691711216,-118.2249720912
-118.273000142,33.9255736310001,360,1000495,HIT SHOOTING INCIDENT,2014/08/10 03:46:00+00,2014,2199,11800 MAIN STREET,LOS ANGELES,CA,90061,CEN,CENTURY STN,1,,,,,,33.9255736312,-118.2730001422
-118.144161155,33.873666841,361,1000496,HIT SHOOTING INCIDENT,2014/08/18 11:29:59+00,2014,1335,8800 ARTESIA BOULEVARD,BELLFLOWER,CA,90706,SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.8736668411,-118.1441611554
-118.21738806,33.9159578040001,362,1000497,HIT SHOOTING INCIDENT,2014/08/26 13:04:00+00,2014,2116,12200 SANTA FE AVENUE,COMPTON,CA,90222,CEN,CENTURY STN,1,,,,,,33.9159578039,-118.2173880599
-118.235457636,33.894650664,363,1000498,HIT SHOOTING INCIDENT,2014/09/17 22:49:00+00,2014,2814,COMPTON BOULEVARD AND PAULSON AVENUE,COMPTON,CA,90220,OSS,OPERATION SAFE STREETS BUREAU,1,,,,,,33.8946506639,-118.2354576356
-118.256000104,33.991127104,364,1000499,HIT SHOOTING INCIDENT,2014/10/04 18:51:00+00,2014,2172,1100 E. 57TH STREET,LOS ANGELES,CA,90011,CEN,CENTURY STN,1,,,,,,33.9911271039,-118.2560001044
-118.161995156,34.017014702,365,1000500,HIT SHOOTING INCIDENT,2014/10/08 00:58:00+00,2014,0284,OLYMPIC BLVD AND  FRASER AVENUE,EAST LOS ANGELES,CA,90022,ELA,EAST LA STN,1,,,,,,34.0170147015,-118.1619951557
-118.151402303,33.901997297,366,1000501,HIT SHOOTING INCIDENT,2014/10/27 16:09:59+00,2014,1365,14400 DOWNEY AVE,PARAMOUNT,CA,90723,LKD,LAKEWOOD STN,1,,,,,,33.901997297,-118.1514023032
-118.348999996,33.8809949230001,367,1000502,HIT SHOOTING INCIDENT,2014/10/29 00:00:00+00,2014,0334,4200 164TH STREET,LAWNDALE,CA,90260,SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.8809949234,-118.3489999958
-118.218068572,34.6229958070001,368,1000505,HIT SHOOTING INCIDENT,2014/11/07 03:48:00+00,2014,2617,44200 RANCHO VISTA BLVD,PALMDALE,CA,93551,PLM,PALMDALE STN,1,,,,,,34.6229958068,-118.2180685717
-118.156100722,34.018021321,369,1000504,HIT SHOOTING INCIDENT,2014/11/16 02:39:00+00,2014,0286,5300 EAST VERONA STREET,EAST LOS ANGELES,CA,90022,ELA,EAST LA STN,1,,,,,,34.0180213212,-118.1561007219
-118.27000334,33.808091866,370,1000507,HIT SHOOTING INCIDENT,2014/11/30 00:59:59+00,2014,1624,23900 MARBELLA AVE.,CARSON,CA,90745,CSN,CARSON STN,1,,,,,,33.8080918662,-118.2700033396
-118.223959924,33.8950010550001,371,1000510,HIT SHOOTING INCIDENT,2014/12/31 17:00:00+00,2014,2814,100 WEST COMPTON BLVD,COMPTON,CA,90220,COM,COMPTON STN,1,,,,,,33.8950010552,-118.2239599241
-118.190994934,34.0200331880001,372,1000512,HIT SHOOTING INCIDENT,2015/01/24 20:54:00+00,2015,0278,3900 DENNISON STREET,LOS ANGELES,CA,90022,OSS,OPERATION SAFE STREETS BUREAU,1,,,,,,34.020033188,-118.1909949344
-118.066997536,33.8328801010001,373,1000516,HIT SHOOTING INCIDENT,2015/03/03 15:30:00+00,2015,1328,12400 215TH STREET,LAKEWOOD,CA,90711,LKD,LAKEWOOD STN,1,,,,,,33.832880101,-118.0669975363
-118.230227464,33.970997584,374,1000517,HIT SHOOTING INCIDENT,2015/03/12 18:36:00+00,2015,2178,2400 FLOWER STREET,WALNUT PARK,CA,90255,CEN,CENTURY STN,1,,,,,,33.970997584,-118.2302274639
-118.288994329,34.004600786,375,1000518,HIT SHOOTING INCIDENT,2015/03/13 17:25:00+00,2015,0371,900 WEST 43RD STREET,LOS ANGELES,CA,90037,SLA,SOUTH LOS ANGELES STATION,1,,,,,,34.0046007858,-118.2889943286
-118.290998307,33.943758943,376,1000521,HIT SHOOTING INCIDENT,2015/03/25 00:00:00+00,2015,0577,102ND STREET AND S. VERMONT AVE,LOS ANGELES,CA,90044,SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.9437589432,-118.2909983069
-118.23200045,33.9544463880001,377,1000522,HIT SHOOTING INCIDENT,2015/04/10 03:30:59+00,2015,2177,8900 JUNIPER STREET,LOS ANGELES,CA,90002,CEN,CENTURY STN,1,,,,,,33.9544463877,-118.2320004498
-118.044985067,34.0529995050001,378,1000523,HIT SHOOTING INCIDENT,2015/05/05 12:43:00+00,2015,0560,10400 ENLOE STREET,EL MONTE,CA,91733,TEM,TEMPLE CITY STN,1,,,,,,34.0529995046,-118.0449850667
-118.050001268,33.8751141390001,379,1000524,HIT SHOOTING INCIDENT,2015/05/07 16:30:00+00,2015,2318,13200 PALM PLACE,CERRITOS,CA,90703,CER,CERRITOS STN,1,,,,,,33.8751141394,-118.0500012679
-118.207,33.8960428410001,380,1000525,HIT SHOOTING INCIDENT,2015/05/13 17:41:00+00,2015,2824,100 NORTH LONG BEACH BOULEVARD,COMPTON,CA,90221,COM,COMPTON STN,1,,,,,,33.8960428406,-118.207
-118.476765542,34.1865975330001,381,1000528,HIT SHOOTING INCIDENT,2015/06/01 00:00:00+00,2015,6713,ORANGE LINE BUSWAY AND DENSMORE AVENUE,VAN NUYS,CA,91401,TSB,TRANSIT SERVICES BUREAU,1,,,,,,34.1865975331,-118.4767655415
-117.89010793,34.128001983,382,1000526,HIT SHOOTING INCIDENT,2015/06/04 17:54:00+00,2015,0899,ALOSTA AVENUE AND CITRUS AVENUE,ASUZA,CA,91702,SDM,SAN DIMAS STN,1,,,,,,34.128001983,-117.8901079302
-118.182000473,34.7331951260001,383,1000530,HIT SHOOTING INCIDENT,2015/07/03 23:29:59+00,2015,1192,3100 W. AVENUE K-4,LANCASTER,CA,93536,OSS,OPERATION SAFE STREETS BUREAU,1,,,,,,34.7331951264,-118.1820004726
-118.07100627,33.833294451,384,1000532,HIT SHOOTING INCIDENT,2015/07/05 21:40:59+00,2015,1352,12200 216TH STREET,LAKEWOOD,CA,90716,LKD,LAKEWOOD STN,1,,,,,,33.8332944506,-118.0710062701
-118.1240146,33.855999904,385,1000531,HIT SHOOTING INCIDENT,2015/07/06 10:44:59+00,2015,1321,5500 ADENMOOR AVENUE,LAKEWOOD,CA,90713,LKD,LAKEWOOD STN,1,,,,,,33.8559999045,-118.1240145999
-118.081999285,34.137808621,386,1000533,HIT SHOOTING INCIDENT,2015/07/10 11:32:00+00,2015,0590,3300 YORKSHIRE ROAD,PASADENA,CA,91107,TEM,TEMPLE CITY STN,1,,,,,,34.1378086208,-118.081999285
-118.052896489,33.9713373880001,387,1000649,HIT SHOOTING INCIDENT,2015/07/29 23:39:59+00,2015,1577,12000 ROSE HEDGE DRIVE,PICO RIVERA,CA,90606,PRV,PICO RIVERA STN,1,,,,,,33.9713373885,-118.0528964887
-118.113029234,33.953969343,388,1000648,HIT SHOOTING INCIDENT,2015/09/10 20:51:59+00,2015,3199,9200 LAKEWOOD BLVD.,DOWNEY,CA,90240,SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.9539693429,-118.1130292336
-118.196196726,33.886039199,389,1000652,HIT SHOOTING INCIDENT,2015/09/28 15:53:00+00,2015,2847,1100 S. ATLANTIC DRIVE,COMPTON,CA,90220,COM,COMPTON STN,1,,,,,,33.8860391985,-118.1961967262
-118.005663191,34.029874534,390,1000651,HIT SHOOTING INCIDENT,2015/10/02 23:29:59+00,2015,1410,13400 CROSSROADS PARKWAY NORTH,CITY OF INDUSTRY,CA,91746,IND,INDUSTRY STN,1,,,,,,34.0298745341,-118.0056631909
-117.916039542,34.0320605850001,391,1000653,HIT SHOOTING INCIDENT,2015/10/16 01:18:00+00,2015,1441,800 ASHCOMB DRIVE,LA PUENTE,CA,91744,IND,INDUSTRY STN,1,,,,,,34.0320605853,-117.9160395419
-118.282999183,33.9338868770001,392,1000654,HIT SHOOTING INCIDENT,2015/10/19 23:48:00+00,2015,0372,400 W. 111TH ST.,LOS ANGELES,CA,90061,SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.9338868773,-118.2829991832
-118.080707148,33.9163138500001,393,1000656,HIT SHOOTING INCIDENT,2015/12/01 18:35:00+00,2015,0453,12600 PIONEER BOULEVARD,NORWALK,CA,90650,OSS,OPERATION SAFE STREETS BUREAU,1,,,,,,33.9163138498,-118.080707148
-118.208993849,33.9169307700001,394,1000659,HIT SHOOTING INCIDENT,2015/12/12 10:59:00+00,2015,2116,12100 LONG BEACH BOULEVARD,LYNWOOD,CA,90262,CEN,CENTURY STN,1,,,,,,33.9169307704,-118.208993849
-118.045038193,34.570000361,395,1000660,HIT SHOOTING INCIDENT,2015/12/20 02:58:00+00,2015,2607,37900 47TH STREET EAST,PALMDALE,CA,93552,PLM,PALMDALE STN,1,,,,,,34.5700003609,-118.0450381931
-118.262039083,33.8869486470001,396,1000677,HIT SHOOTING INCIDENT,2016/01/04 21:00:00+00,2016,2873,"15800 S. TARRANT AVENUE
",COMPTON,CA,90220,COM,COMPTON STN,1,,,,,,33.8869486475,-118.2620390829
-118.148997506,34.7151526590001,397,1000678,HIT SHOOTING INCIDENT,2016/01/12 17:45:00+00,2016,1121,1100 WEST AVENUE,LANCASTER,CA,93534,OSS, OPERATION SAFE STREETS BUREAU,1,,,,,,34.7151526588,-118.1489975064
-118.460032254,34.4190018840001,398,1000679,HIT SHOOTING INCIDENT,2016/01/14 19:44:59+00,2016,0612,NATHAN HILL DRIVE AND SHANGRI-LA DRIVE,CANYON COUNTRY,CA,91351,SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.419001883600004,-118.4600322537
-118.07900016,34.6820454940001,399,1000683,HIT SHOOTING INCIDENT,2016/02/11 18:42:00+00,2016,1137,2800 LA VIDA DRIVE,LANCASTER,CA,93535,LCS,LANCASTER STN,1,,,,,,34.682045494,-118.0790001603
-118.162983491,34.0210495810001,400,1000684,HIT SHOOTING INCIDENT,2016/02/14 03:49:59+00,2016,0294,4800 WHITTIER BOULEVARD,LOS ANGELES,CA,90022,ELA, EAST LA STN,1,,,,,,34.021049581,-118.1629834914
-118.175001069,33.8941227330001,401,1000686,HIT SHOOTING INCIDENT,2016/02/20 21:24:59+00,2016,1366,15100 GUNDRY AVENUE,PARAMOUNT,CA,90723,OSS, OPERATION SAFE STREETS BUREAU,1,,,,,,33.8941227334,-118.1750010688
-118.099895226,33.8870009140001,402,1000687,HIT SHOOTING INCIDENT,2016/02/24 17:13:59+00,2016,2310,"10900 ALONDRA BOULEVARD
",NORWALK,CA,90650,CER,CERRITOS STN,1,,,,,,33.887000914,-118.0998952259
-118.351999422,33.943620008,403,1000690,HIT SHOOTING INCIDENT,2016/03/04 15:20:59+00,2016,0399,"10000 HAWTHORNE BLVD.
",INGLEWOOD,CA,90304,SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.9436200083,-118.3519994223
-118.290090717,33.9230002830001,404,1000689,HIT SHOOTING INCIDENT,2016/03/05 23:00:59+00,2016,0378,800 120TH STREET,LOS ANGELES,CA,90044,SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.9230002831,-118.2900907167
-118.241162819,33.980999296,405,1000697,HIT SHOOTING INCIDENT,2016/03/16 04:27:00+00,2016,2171,6400 HOLMES AVENUE,LOS ANGELES,CA,90001,CEN,CENTURY STN,1,,,,,,33.9809992959,-118.2411628193
-118.125967441,34.012099499,406,1000717,HIT SHOOTING INCIDENT,2016/03/30 15:24:59+00,2016,0287,6400 NORTHSIDE DRIVE,EAST LOS ANGLES,CA,90022,SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,34.012099499,-118.125967441
-118.193042625,33.993714681,407,1000798,HIT SHOOTING INCIDENT,2016/06/11 14:29:59+00,2016,0250,5200 CORONA AVENUE,MAYWOOD,CA,90270,ELA,EAST LA STN,1,,,,,,33.9937146813,-118.1930426251
-118.239001586,33.90907156,408,1000810,HIT SHOOTING INCIDENT,2016/07/28 02:29:59+00,2016,2812,800 WEST STOCKWELL AVENUE,COMPTON,CA,90222,COM,COMPTON STN,1,,,,,,33.9090715598,-118.2390015862
-118.616956053,34.4899927050001,409,1000811,HIT SHOOTING INCIDENT,2016/08/02 21:00:00+00,2016,0674,"31500 CASTAIC ROAD
",CASTIAC,CA,91558,SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.4899927051,-118.6169560534
-118.361342299,33.9410000770001,410,1000812,HIT SHOOTING INCIDENT,2016/08/07 12:20:00+00,2016,0380,10200 INGLEWOOD AVENUE,LENNOX,CA,90304,SEB, SPECIAL ENFORCEMENT BUR,1,,,,,,33.941000076899996,-118.3613422991
-118.427806865,34.221000073,411,1000833,HIT SHOOTING INCIDENT,2016/08/17 14:48:59+00,2016,6884,13600 ROSCOE BOULEVARD,PANORAMA CITY,CA,91402,TBN,TRANSIT BUREAU NORTH,1,,,,,,34.2210000727,-118.4278068645
-118.238754173,33.8992198400001,412,1000853,HIT SHOOTING INCIDENT,2016/08/25 20:28:00+00,2016,2811,800 BLK WEST ARBUTUS STREET,COMPTON,CA,90220,COM,COMPTON STN,1,,,,,,33.8992198397,-118.2387541735
-118.241000044,33.9609797850001,413,1000873,HIT SHOOTING INCIDENT,2016/09/01 00:00:00+00,2016,2174,"1700 BLK E 84TH STREET, LA",LOS ANGELES,CA,90001,CEN,CENTURY STN,1,,,,,,33.9609797852,-118.2410000444
-118.325431353,33.78900444,414,1000874,HIT SHOOTING INCIDENT,2016/09/08 18:13:00+00,2016,1714,2400 PACIFIC COAST HIGHWAY,LOMITA,CA,90717,LMT,LOMITA STN,1,,,,,,33.7890044395,-118.3254313527
-118.491608054,34.013303654,415,1000894,HIT SHOOTING INCIDENT,2016/10/04 12:55:00+00,2016,6637,400 COLORADO AVENUE,SANTA MONICA,CA,90401,TBS,TRANSIT BUREAU SOUTH,1,,,,,,34.0133036538,-118.4916080542
-118.18503267,34.674871781,416,1000895,HIT SHOOTING INCIDENT,2016/10/05 12:30:00+00,2016,1121,3000 WEST AVENUE K,LANCASTER,CA,93536,LCS,LANCASTER STN,1,,,,,,34.6748717809,-118.1850326704
-118.569661029,34.2409931970001,417,1000914,HIT SHOOTING INCIDENT,2016/10/31 12:04:59+00,2016,4468,9400 PENFIELD AVENUE,CHATSWORTH,CA,91311,WST,COURT SERVICES WEST,1,,,,,,34.240993197,-118.5696610287
-117.983068734,33.902485498,418,1000918,HIT SHOOTING INCIDENT,2016/11/22 09:11:59+00,2016,0468,"13500 BEACH BLVD
",LA MIRADA,CA,92833,SEB, SPECIAL ENFORCEMENT BUR,1,,,,,,33.9024854981,-117.9830687341
-118.294999765,33.9579298840001,419,1000940,HIT SHOOTING INCIDENT,2016/12/12 21:40:00+00,2016,0370,8700 BUDLONG AVENUE,LOS ANGELES,CA,90044,SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.9579298839,-118.2949997653
-117.973967102,33.978077066,420,1000942,HIT SHOOTING INCIDENT,2016/12/15 22:49:00+00,2016,1475,15600 WINDRUSH DRIVE,HACIENDA HEIGHTS,CA,91745,IND,INDUSTRY STN,1,,,,,,33.9780770658,-117.9739671023
-118.162049604,34.020853045,421,1000943,HIT SHOOTING INCIDENT,2016/12/17 01:15:59+00,2016,0284,900 S LA VERNE AVENUE,LOS ANGELES,CA,90022,ELA,EAST LA STN,1,,,,,,34.0208530451,-118.1620496044
-118.065061577,34.017312051,422,1000975,HIT SHOOTING INCIDENT,2016/12/24 16:44:59+00,2016,1511,3400 GREENGLADE AVE,PICO RIVERA,CA,90660,PRV,PICO RIVERA STN,1,,,,,,34.0173120508,-118.0650615766
-117.659009731,34.237966618,423,1000996,HIT SHOOTING INCIDENT,2017/01/09 13:47:59+00,2017,,"4200 NORTH MOUNTAIN VIEW AVENUE
",SAN BERNARDINO,CA,92407,MCJ, MEN'S CENTRAL JAIL,1,,,,,,34.2379666181,-117.6590097309
-118.448772776,34.203999708,424,1001037,HIT SHOOTING INCIDENT,2017/02/13 14:45:00+00,2017,6884,"7300 VAN NUYS BLVD.,",VAN NUYS,CA,91405,TBN,TRANSIT BUREAU NORTH,1,,,,,,34.2039997076,-118.4487727762
-118.365000693,33.9869728510001,425,1001076,HIT SHOOTING INCIDENT,2017/03/07 23:05:00+00,2017,2767,5000 WEST SLAUSON AVENUE,LOS ANGELES,CA,90056,MAR,MARINA DEL REY STN,1,,,,,,33.986972851,-118.3650006928
-118.035764997,33.9478446590001,426,1001098,HIT SHOOTING INCIDENT,2017/03/14 14:31:00+00,2017,0492,13700 MULBERRY DRIVE,WHITTIER,CA,90605,OSS,OPERATION SAFE STREETS BUREAU,1,,,,,,33.9478446593,-118.0357649965
-118.075004056,34.103427293,427,1001099,HIT SHOOTING INCIDENT,2017/03/20 07:25:00+00,2017,0522,8800 E LAS TUNAS DRIVE,TEMPLE CITY,CA,91780,TEM,TEMPLE CITY STN,1,,,,,,34.1034272932,-118.0750040556
-118.2460017,33.9542675100001,428,1001101,HIT SHOOTING INCIDENT,2017/04/12 01:06:59+00,2017,2176,1500 EAST 91ST STREET,LOS ANGELES,CA,90002,CEN,CENTURY STN,1,,,,,,33.9542675104,-118.2460016999
-118.216278945,33.9029854500001,429,1001139,HIT SHOOTING INCIDENT,2017/05/24 23:39:59+00,2017,2822,900 NORTH SANTA FE AVENUE,COMPTON,CA,90211,COM,COMPTON STN,1,,,,,,33.9029854502,-118.2162789452
-118.097997792,34.5767211190001,430,1001168,HIT SHOOTING INCIDENT,2017/07/04 13:50:00+00,2017,2610,1600 EAST AVENUE Q-10,PALMDALE,CA,93550,PLM,PALMDALE STN,1,,,,,,34.5767211189,-118.0979977923
